site_no,year,material_id,specimen_status,city,state,internal_drainage,resistivity,pH,mean_temp,annual_precipitation,moisture,areation,approximate_days,weight_loss_g,corrosion_rate,C_clr,Si_clr,Mn_clr,S_clr,P_clr,Cr_clr,Ni_clr,Cu_clr,Mo_clr,C,Si,Mn,S,P,Cr,Ni,Cu,Mo,Fe,log_days,moisture_res_index,log_resistivity,log_corrosion_rate,texture_Clay,texture_Clay Loam,texture_Loam,texture_Loamy Sand,texture_Marsh,texture_Muck,texture_Peat,texture_Sand,texture_Sandy Clay Loam,texture_Sandy Loam,texture_Silt Loam,texture_Silty Clay,texture_Silty Clay Loam,iron_type_Wrought,climate_zone_Temperate,internal_drainage_code,areation_code
3,1922,1,intact,Atlanta,GA,G,30000,5.2,61.2,48.3,29.4,Good,3689.03,1403.7,0.3805,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.21311883,0.00098,10.30898599,-0.966269102,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
3,1922,1,intact,Atlanta,GA,G,30000,5.2,61.2,48.3,29.4,Good,4419.52,1495.24,0.3383,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.393786372,0.00098,10.30898599,-1.083822203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
4,1922,1,intact,Jenkintown,PA,F,6670,5.6,54,40,22.2,Poor,511.35,366.18,0.7161,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.237054287,0.003328336,8.805525053,-0.333935457,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
4,1922,1,intact,Jenkintown,PA,F,6670,5.6,54,40,22.2,Poor,1461,1068.03,0.731,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.286876412,0.003328336,8.805525053,-0.313341819,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
4,1922,1,intact,Jenkintown,PA,F,6670,5.6,54,40,22.2,Poor,2228.03,1342.67,0.6026,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.708873066,0.003328336,8.805525053,-0.506501652,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
4,1922,1,intact,Jenkintown,PA,F,6670,5.6,54,40,22.2,Poor,2922,1647.82,0.5639,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.980023592,0.003328336,8.805525053,-0.572878348,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
4,1922,1,intact,Jenkintown,PA,F,6670,5.6,54,40,22.2,Poor,4383,2014,0.4595,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.3854887,0.003328336,8.805525053,-0.777616337,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,693.98,274.64,0.3957,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.542443142,0.021412639,7.20489251,-0.927098931,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,1497.52,671.33,0.4483,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.311565685,0.021412639,7.20489251,-0.802292628,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,2264.55,1525.76,0.6738,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.725131343,0.021412639,7.20489251,-0.394821948,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,2958.53,2105.55,0.7117,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.992447802,0.021412639,7.20489251,-0.340098805,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,4419.52,2319.15,0.5248,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.393786372,0.021412639,7.20489251,-0.644738041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5,1922,1,intact,Oakland,CA,P,1345,7,56.4,23.4,28.8,Poor,6391.88,2898.94,0.4535,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.762783714,0.021412639,7.20489251,-0.790760009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,693.98,61.03,0.0879,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.542443142,0.000935698,10.7166597,-2.431555474,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,1497.52,213.61,0.1426,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.311565685,0.000935698,10.7166597,-1.947711771,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,2264.55,183.09,0.0809,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.725131343,0.000935698,10.7166597,-2.514541455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,2958.53,274.64,0.0928,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.992447802,0.000935698,10.7166597,-2.377308639,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,4419.52,366.18,0.0829,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.393786372,0.000935698,10.7166597,-2.490120217,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
6,1922,1,intact,Seattle,WA,G,45100,5.9,51,34,42.2,Good,6391.88,488.24,0.0764,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.762783714,0.000935698,10.7166597,-2.571772583,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
7,1922,1,intact,Cincinnati,OH,F,2120,4.4,53.2,38.6,34.3,Poor,365.25,213.61,0.5848,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,5.900582051,0.016179245,7.659642955,-0.536485371,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
7,1922,1,intact,Cincinnati,OH,F,2120,4.4,53.2,38.6,34.3,Poor,1278.38,762.88,0.5968,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.15334893,0.016179245,7.659642955,-0.51617323,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
7,1922,1,intact,Cincinnati,OH,F,2120,4.4,53.2,38.6,34.3,Poor,2812.43,1312.15,0.4666,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.941804157,0.016179245,7.659642955,-0.762282919,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
7,1922,1,intact,Cincinnati,OH,F,2120,4.4,53.2,38.6,34.3,Poor,4200.38,1556.27,0.3705,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.342930276,0.016179245,7.659642955,-0.992901834,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
7,1922,1,intact,Cincinnati,OH,F,2120,4.4,53.2,38.6,34.3,Poor,6172.72,1678.33,0.2719,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.727894863,0.016179245,7.659642955,-1.302320927,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,401.78,213.61,0.5317,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,5.995904675,0.105714286,5.860786223,-0.631675858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,1387.95,579.79,0.4177,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.235583117,0.105714286,5.860786223,-0.872991807,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,2118.45,976.49,0.4609,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.658439968,0.105714286,5.860786223,-0.774574179,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,2812.43,1007,0.3581,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.941804157,0.105714286,5.860786223,-1.026943002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,3615.97,1556.27,0.4304,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.193115425,0.105714286,5.860786223,-0.84304027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,1922,1,intact,Fargo,ND,P,350,7.6,39,24,37,Poor,4309.95,2105.55,0.4885,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.368681582,0.105714286,5.860786223,-0.716415807,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,365.25,366.18,1.0025,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,5.900582051,0.008794326,7.944846711,0.00249688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,1278.38,701.85,0.549,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.15334893,0.008794326,7.944846711,-0.599656837,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,2008.88,701.85,0.3494,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.605332632,0.008794326,7.944846711,-1.051537881,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,2812.43,1037.52,0.3689,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.941804157,0.008794326,7.944846711,-0.997229674,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,4200.38,1464.73,0.3487,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.342930276,0.008794326,7.944846711,-1.053543325,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
9,1922,1,intact,Sidney,OH,P,2820,6.8,51.2,39,24.8,Fair,6172.72,1830.91,0.2966,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.727894863,0.008794326,7.944846711,-1.215370849,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
10,1922,1,intact,Middleboro,MA,F,7460,6.6,50,41,13,Fair,474.82,366.18,0.7712,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.162935785,0.001742627,8.917444732,-0.259807536,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
10,1922,1,intact,Middleboro,MA,F,7460,6.6,50,41,13,Fair,1461,640.82,0.4386,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.286876412,0.001742627,8.917444732,-0.824167443,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
10,1922,1,intact,Middleboro,MA,F,7460,6.6,50,41,13,Fair,2228.03,1037.52,0.4657,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.708873066,0.001742627,8.917444732,-0.764213629,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
10,1922,1,intact,Middleboro,MA,F,7460,6.6,50,41,13,Fair,2885.47,1312.15,0.4547,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.967443077,0.001742627,8.917444732,-0.788117418,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
10,1922,1,intact,Middleboro,MA,F,7460,6.6,50,41,13,Fair,4383,1647.82,0.376,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.3854887,0.001742627,8.917444732,-0.978166136,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,511.35,152.58,0.2984,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.237054287,0.002909091,9.305741457,-1.209320411,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,1461,335.67,0.2298,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.286876412,0.002909091,9.305741457,-1.470545914,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,2191.5,427.21,0.1949,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.69234152,0.002909091,9.305741457,-1.635268672,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,2848.95,671.33,0.2356,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,7.954705784,0.002909091,9.305741457,-1.445619827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,3652.5,518.76,0.142,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.203167144,0.002909091,9.305741457,-1.951928221,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
11,1922,1,intact,Loch Raven,MD,G,11000,5.3,55.4,42.6,32,Good,4346.48,823.91,0.1896,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,8.377121601,0.002909091,9.305741457,-1.662838689,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
12,1922,1,intact,Los Angeles,CA,F,3190,7.1,62.4,45.2,12.4,Good,693.98,61.03,0.0879,5.219872493,6.829310306,3.428113645,4.954169365,6.795408755,-10.68042734,-10.68042734,4.814407447,-10.68042734,0.03,0.15,0.005,0.023,0.145,0,0,0.02,0,99.627,6.542443142,0.003887147,8.068089626,-2.431555474,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3
